date,COMED_MW,hour
2016/7/12,12348,4
2016/7/12,11976,5
2016/7/12,11996,6
2016/7/12,12363,7
2016/7/12,13341,8
2016/7/12,14468,9
2016/7/12,15447,10
2016/7/12,16492,11
2016/7/12,17661,12
2016/7/12,18604,13
2016/7/12,19286,14
2016/7/12,19740,15
2016/7/12,19841,16
2016/7/12,19712,17
2016/7/12,19480,18
2016/7/12,19285,19
2016/7/12,18731,20
2016/7/12,17956,21
2016/7/12,17231,22
2016/7/12,16668,23
2016/7/13,15364,0
2016/7/13,13940,1
2016/7/13,12811,2
2016/7/13,12055,3
2016/7/13,11577,4
2016/7/13,11259,5
2016/7/13,11202,6
2016/7/13,11545,7
2016/7/13,12550,8
2016/7/13,13987,9
2016/7/13,14878,10
2016/7/13,15425,11
2016/7/13,16249,12
2016/7/13,16979,13
2016/7/13,17371,14
2016/7/13,18056,15
2016/7/13,18376,16
2016/7/13,18421,17
2016/7/13,18331,18
2016/7/13,17689,19
2016/7/13,17114,20
2016/7/13,16336,21
2016/7/13,15387,22
2016/7/13,14791,23
2016/7/14,13667,0
2016/7/14,12479,1
2016/7/14,11550,2
2016/7/14,10931,3
2016/7/14,10480,4
2016/7/14,10261,5
2016/7/14,10391,6
2016/7/14,10898,7
2016/7/14,11818,8
2016/7/14,13033,9
2016/7/14,14191,10
2016/7/14,15225,11
2016/7/14,16216,12
2016/7/14,16862,13
2016/7/14,17417,14
2016/7/14,17863,15
2016/7/14,18153,16
2016/7/14,18281,17
2016/7/14,18244,18
2016/7/14,17951,19
2016/7/14,17285,20
2016/7/14,16296,21
2016/7/14,15724,22
2016/7/14,15182,23
2016/7/15,13996,0
2016/7/15,12712,1
2016/7/15,11686,2
2016/7/15,10953,3
2016/7/15,10421,4
2016/7/15,10045,5
2016/7/15,10047,6
2016/7/15,10363,7
2016/7/15,11095,8
2016/7/15,12111,9
2016/7/15,13012,10
2016/7/15,13651,11
2016/7/15,14027,12
2016/7/15,14153,13
2016/7/15,14188,14
2016/7/15,14152,15
2016/7/15,13923,16
2016/7/15,13571,17
2016/7/15,13211,18
2016/7/15,12807,19
2016/7/15,12350,20
2016/7/15,12005,21
2016/7/15,11975,22
2016/7/15,11851,23
2016/7/16,11107,0
2016/7/16,10263,1
2016/7/16,9644,2
2016/7/16,9187,3
2016/7/16,8911,4
2016/7/16,8708,5
2016/7/16,8703,6
2016/7/16,8692,7
2016/7/16,8885,8
2016/7/16,9504,9
2016/7/16,10282,10
2016/7/16,10918,11
2016/7/16,11424,12
2016/7/16,11767,13
2016/7/16,12029,14
2016/7/16,12225,15
2016/7/16,12438,16
2016/7/16,12765,17
2016/7/16,12955,18
2016/7/16,13012,19
2016/7/16,12740,20
2016/7/16,12274,21
2016/7/16,11958,22
2016/7/16,11725,23
2016/7/17,11082,0
2016/7/17,10341,1
2016/7/17,9660,2
2016/7/17,9137,3
2016/7/17,8748,4
2016/7/17,8610,5
2016/7/17,8501,6
2016/7/17,8456,7
2016/7/17,8473,8
2016/7/17,8891,9
2016/7/17,9466,10
2016/7/17,9974,11
2016/7/17,10447,12
2016/7/17,11102,13
2016/7/17,11859,14
2016/7/17,12591,15
2016/7/17,13260,16
2016/7/17,13848,17
2016/7/17,14247,18
2016/7/17,14507,19
2016/7/17,14732,20
2016/7/17,14681,21
2016/7/17,14715,22
2016/7/17,14719,23
2016/7/18,13982,0
2016/7/18,12784,1
2016/7/18,11922,2
2016/7/18,11321,3
2016/7/18,10810,4
2016/7/18,10544,5
2016/7/18,10600,6
2016/7/18,11095,7
2016/7/18,12057,8
2016/7/18,13362,9
2016/7/18,14420,10
2016/7/18,15139,11
2016/7/18,15618,12
2016/7/18,15807,13
2016/7/18,16220,14
2016/7/18,16785,15
2016/7/18,17261,16
2016/7/18,17617,17
2016/7/18,17934,18
2016/7/18,17907,19
2016/7/18,17572,20
2016/7/18,16834,21
2016/7/18,16135,22
2016/7/18,15501,23
2016/7/19,14194,0
2016/7/19,12861,1
2016/7/19,11815,2
2016/7/19,11068,3
2016/7/19,10585,4
2016/7/19,10325,5
2016/7/19,10376,6
2016/7/19,10830,7
2016/7/19,11779,8
2016/7/19,13097,9
2016/7/19,14303,10
2016/7/19,15401,11
2016/7/19,16453,12
2016/7/19,17277,13
2016/7/19,17964,14
2016/7/19,18569,15
2016/7/19,18904,16
2016/7/19,19029,17
2016/7/19,18873,18
2016/7/19,18494,19
2016/7/19,17811,20
2016/7/19,17039,21
2016/7/19,16584,22
2016/7/19,16067,23
2016/7/20,14856,0
2016/7/20,13462,1
2016/7/20,12389,2
2016/7/20,11616,3
2016/7/20,11093,4
2016/7/20,10815,5
2016/7/20,10863,6
2016/7/20,11329,7
2016/7/20,12281,8
2016/7/20,13644,9
2016/7/20,14996,10
2016/7/20,16259,11
2016/7/20,17401,12
2016/7/20,18306,13
2016/7/20,18914,14
2016/7/20,18788,15
2016/7/20,18303,16
2016/7/20,18314,17
2016/7/20,18595,18
2016/7/20,18713,19
2016/7/20,18574,20
2016/7/20,17979,21
2016/7/20,17402,22
2016/7/20,16820,23
2016/7/21,15657,0
2016/7/21,14399,1
2016/7/21,13340,2
2016/7/21,12666,3
2016/7/21,12122,4
2016/7/21,11844,5
2016/7/21,11929,6
2016/7/21,12488,7
2016/7/21,13454,8
2016/7/21,14786,9
2016/7/21,16209,10
2016/7/21,17599,11
2016/7/21,18768,12
2016/7/21,19616,13
2016/7/21,19788,14
2016/7/21,19308,15
2016/7/21,19100,16
2016/7/21,19340,17
2016/7/21,19871,18
2016/7/21,20296,19
2016/7/21,20104,20
2016/7/21,19458,21
2016/7/21,18828,22
2016/7/21,17130,23
2016/7/22,15578,0
2016/7/22,14177,1
2016/7/22,13089,2
2016/7/22,12396,3
2016/7/22,11945,4
2016/7/22,11578,5
2016/7/22,11575,6
2016/7/22,11979,7
2016/7/22,12657,8
2016/7/22,13735,9
2016/7/22,14632,10
2016/7/22,15495,11
2016/7/22,16511,12
2016/7/22,17336,13
2016/7/22,18004,14
2016/7/22,18610,15
2016/7/22,19134,16
2016/7/22,19555,17
2016/7/22,19929,18
2016/7/22,19972,19
2016/7/22,19641,20
2016/7/22,18905,21
2016/7/22,18423,22
2016/7/22,17879,23
2016/7/23,16710,0
2016/7/23,15479,1
2016/7/23,14489,2
2016/7/23,13758,3
2016/7/23,13152,4
2016/7/23,12735,5
2016/7/23,12495,6
2016/7/23,12479,7
2016/7/23,12662,8
2016/7/23,13667,9
2016/7/23,15214,10
2016/7/23,16611,11
2016/7/23,17725,12
2016/7/23,18420,13
2016/7/23,18656,14
2016/7/23,18857,15
2016/7/23,18877,16
2016/7/23,18850,17
2016/7/23,18554,18
2016/7/23,17977,19
2016/7/23,17058,20
2016/7/23,15956,21
2016/7/23,15375,22
2016/7/23,14763,23
2016/7/24,13822,0
2016/7/24,12881,1
2016/7/24,12038,2
2016/7/24,11365,3
2016/7/24,10945,4
2016/7/24,10644,5
2016/7/24,10431,6
2016/7/24,10373,7
2016/7/24,10399,8
2016/7/24,11058,9
2016/7/24,12079,10
2016/7/24,13506,11
2016/7/24,15072,12
2016/7/24,16335,13
2016/7/24,17318,14
2016/7/24,18150,15
2016/7/24,18755,16
2016/7/24,18895,17
2016/7/24,19004,18
2016/7/24,18814,19
2016/7/24,17779,20
2016/7/24,16443,21
2016/7/24,15896,22
2016/7/24,15367,23
2016/7/25,14434,0
2016/7/25,13351,1
2016/7/25,12512,2
2016/7/25,11822,3
2016/7/25,11384,4
2016/7/25,11143,5
2016/7/25,11256,6
2016/7/25,11828,7
2016/7/25,12643,8
2016/7/25,13963,9
2016/7/25,15088,10
2016/7/25,15991,11
2016/7/25,16861,12
2016/7/25,17473,13
2016/7/25,17985,14
2016/7/25,18503,15
2016/7/25,18829,16
2016/7/25,19026,17
2016/7/25,19043,18
2016/7/25,18871,19
2016/7/25,18383,20
2016/7/25,17561,21
2016/7/25,16926,22
2016/7/25,16222,23
2016/7/26,14852,0
2016/7/26,13474,1
2016/7/26,12383,2
2016/7/26,11600,3
2016/7/26,11070,4
2016/7/26,10767,5
2016/7/26,10809,6
2016/7/26,11280,7
2016/7/26,12127,8
2016/7/26,13414,9
2016/7/26,14626,10
2016/7/26,15704,11
2016/7/26,16688,12
2016/7/26,17312,13
2016/7/26,17860,14
2016/7/26,18352,15
2016/7/26,18657,16
2016/7/26,18879,17
2016/7/26,18982,18
2016/7/26,18865,19
2016/7/26,18369,20
2016/7/26,17567,21
2016/7/26,16972,22
2016/7/26,16288,23
2016/7/27,14933,0
2016/7/27,13555,1
2016/7/27,12464,2
2016/7/27,11652,3
2016/7/27,11147,4
2016/7/27,10799,5
2016/7/27,10862,6
2016/7/27,11300,7
2016/7/27,12153,8
2016/7/27,13461,9
2016/7/27,14744,10
2016/7/27,15932,11
2016/7/27,17000,12
2016/7/27,17860,13
2016/7/27,18432,14
2016/7/27,18982,15
2016/7/27,19370,16
2016/7/27,19612,17
2016/7/27,19627,18
2016/7/27,19396,19
2016/7/27,18725,20
2016/7/27,17891,21
2016/7/27,17521,22
2016/7/27,16789,23
2016/7/28,15453,0
2016/7/28,14098,1
2016/7/28,12982,2
2016/7/28,12177,3
2016/7/28,11596,4
2016/7/28,11280,5
2016/7/28,11292,6
2016/7/28,11794,7
2016/7/28,12601,8
2016/7/28,13822,9
2016/7/28,14960,10
2016/7/28,15967,11
2016/7/28,16993,12
2016/7/28,17629,13
2016/7/28,17990,14
2016/7/28,17845,15
2016/7/28,17198,16
2016/7/28,16513,17
2016/7/28,15930,18
2016/7/28,15742,19
2016/7/28,15388,20
2016/7/28,14989,21
2016/7/28,14868,22
2016/7/28,14476,23
2016/7/29,13582,0
2016/7/29,12527,1
2016/7/29,11681,2
2016/7/29,11132,3
2016/7/29,10708,4
2016/7/29,10496,5
2016/7/29,10650,6
2016/7/29,11181,7
2016/7/29,11966,8
2016/7/29,13058,9
2016/7/29,14064,10
2016/7/29,14874,11
2016/7/29,15670,12
2016/7/29,16204,13
2016/7/29,16590,14
2016/7/29,16573,15
2016/7/29,15950,16
2016/7/29,15264,17
2016/7/29,14891,18
2016/7/29,14472,19
2016/7/29,14051,20
2016/7/29,13724,21
2016/7/29,13746,22
2016/7/29,13450,23
2016/7/30,12632,0
2016/7/30,11806,1
2016/7/30,11046,2
2016/7/30,10521,3
2016/7/30,10090,4
2016/7/30,9868,5
2016/7/30,9784,6
2016/7/30,9936,7
2016/7/30,10102,8
2016/7/30,10598,9
2016/7/30,11442,10
2016/7/30,12120,11
2016/7/30,12564,12
2016/7/30,12821,13
2016/7/30,13138,14
2016/7/30,13463,15
2016/7/30,13730,16
2016/7/30,13876,17
2016/7/30,14011,18
2016/7/30,13851,19
2016/7/30,13300,20
2016/7/30,12689,21
2016/7/30,12551,22
2016/7/30,12336,23
2016/7/31,11665,0
2016/7/31,10985,1
2016/7/31,10278,2
2016/7/31,9759,3
2016/7/31,9325,4
2016/7/31,9094,5
2016/7/31,8926,6
2016/7/31,8877,7
2016/7/31,8809,8
2016/7/31,9362,9
2016/7/31,10175,10
2016/7/31,11121,11
2016/7/31,12075,12
2016/7/31,12821,13
2016/7/31,13462,14
2016/7/31,13916,15
2016/7/31,14332,16
2016/7/31,14522,17
2016/7/31,14584,18
2016/7/31,14475,19
2016/7/31,14139,20
2016/7/31,13529,21
2016/7/31,13414,22
2016/7/31,13163,23
2016/8/1,12385,0
2016/8/1,11463,1
2016/8/1,10684,2
2016/8/1,10167,3
2016/8/1,9787,4
2016/8/1,9666,5
2016/8/1,9836,6
2016/8/1,10452,7
2016/8/1,11275,8
2016/8/1,12561,9
2016/8/1,13640,10
2016/8/1,14556,11
2016/8/1,15533,12
2016/8/1,16295,13
2016/8/1,16936,14
2016/8/1,17488,15
2016/8/1,17803,16
2016/8/1,17911,17
2016/8/1,17893,18
2016/8/1,17586,19
2016/8/1,16980,20
2016/8/1,16174,21
2016/8/1,15674,22
2016/8/1,14973,23
2016/8/2,13865,0
2016/8/2,12583,1
2016/8/2,11611,2
2016/8/2,10939,3
2016/8/2,10514,4
2016/8/2,10304,5
2016/8/2,10421,6
2016/8/2,10937,7
2016/8/2,11772,8
2016/8/2,12959,9
2016/8/2,14102,10
2016/8/2,15214,11
2016/8/2,16170,12
2016/8/2,16974,13
2016/8/2,17745,14
2016/8/2,18369,15
2016/8/2,18695,16
2016/8/2,18883,17
2016/8/2,18823,18
2016/8/2,18552,19
2016/8/2,17920,20
2016/8/2,17141,21
2016/8/2,16744,22
2016/8/2,16075,23
2016/8/3,14846,0
2016/8/3,13486,1
2016/8/3,12449,2
2016/8/3,11719,3
2016/8/3,11193,4
2016/8/3,10891,5
2016/8/3,10928,6
2016/8/3,11442,7
2016/8/3,12255,8
2016/8/3,13566,9
2016/8/3,14929,10
2016/8/3,16199,11
2016/8/3,17388,12
2016/8/3,18263,13
2016/8/3,18998,14
2016/8/3,19505,15
2016/8/3,19840,16
2016/8/3,20009,17
2016/8/3,19983,18
2016/8/3,19648,19
2016/8/3,18932,20
2016/8/3,18176,21
2016/8/3,17740,22
2016/8/3,16953,23
2016/8/4,15570,0
2016/8/4,14181,1
2016/8/4,13090,2
2016/8/4,12254,3
2016/8/4,11599,4
2016/8/4,11274,5
2016/8/4,11285,6
2016/8/4,11750,7
2016/8/4,12515,8
2016/8/4,13875,9
2016/8/4,15264,10
2016/8/4,16533,11
2016/8/4,17686,12
2016/8/4,18551,13
2016/8/4,19257,14
2016/8/4,19858,15
2016/8/4,20175,16
2016/8/4,20421,17
2016/8/4,20501,18
2016/8/4,20323,19
2016/8/4,19797,20
2016/8/4,18959,21
2016/8/4,18636,22
2016/8/4,17791,23
2016/8/5,16507,0
2016/8/5,15050,1
2016/8/5,13731,2
2016/8/5,12861,3
2016/8/5,12277,4
2016/8/5,11980,5
2016/8/5,11976,6
2016/8/5,12473,7
2016/8/5,13110,8
2016/8/5,13867,9
2016/8/5,14504,10
2016/8/5,14984,11
2016/8/5,15557,12
2016/8/5,15911,13
2016/8/5,16395,14
2016/8/5,17230,15
2016/8/5,18056,16
2016/8/5,18119,17
2016/8/5,18169,18
2016/8/5,17944,19
2016/8/5,17295,20
2016/8/5,16432,21
2016/8/5,15881,22
2016/8/5,15241,23
2016/8/6,14040,0
2016/8/6,12864,1
2016/8/6,11763,2
2016/8/6,11033,3
2016/8/6,10442,4
2016/8/6,10006,5
2016/8/6,9860,6
2016/8/6,9937,7
2016/8/6,10019,8
2016/8/6,10794,9
2016/8/6,11839,10
2016/8/6,12893,11
2016/8/6,13727,12
2016/8/6,14295,13
2016/8/6,14600,14
2016/8/6,14832,15
2016/8/6,15026,16
2016/8/6,15177,17
2016/8/6,15213,18
2016/8/6,15050,19
2016/8/6,14550,20
2016/8/6,13827,21
2016/8/6,13538,22
2016/8/6,13031,23
2016/8/7,12209,0
2016/8/7,11264,1
2016/8/7,10493,2
2016/8/7,9888,3
2016/8/7,9466,4
2016/8/7,9113,5
2016/8/7,8972,6
2016/8/7,8857,7
2016/8/7,8828,8
2016/8/7,9382,9
2016/8/7,10264,10
2016/8/7,11192,11
2016/8/7,12158,12
2016/8/7,12934,13
2016/8/7,13528,14
2016/8/7,13945,15
2016/8/7,14193,16
2016/8/7,14260,17
2016/8/7,14248,18
2016/8/7,13944,19
2016/8/7,13555,20
2016/8/7,13175,21
2016/8/7,13279,22
2016/8/7,13020,23
2016/8/8,12311,0
2016/8/8,11547,1
2016/8/8,10838,2
2016/8/8,10343,3
2016/8/8,9999,4
2016/8/8,9883,5
2016/8/8,10112,6
2016/8/8,10775,7
2016/8/8,11604,8
2016/8/8,12688,9
2016/8/8,13865,10
2016/8/8,14742,11
2016/8/8,15663,12
2016/8/8,16417,13
2016/8/8,17005,14
2016/8/8,17523,15
2016/8/8,17857,16
2016/8/8,18041,17
2016/8/8,18070,18
2016/8/8,17877,19
2016/8/8,17228,20
2016/8/8,16351,21
2016/8/8,15995,22
2016/8/8,15337,23
2016/8/9,14144,0
2016/8/9,12924,1
2016/8/9,11969,2
2016/8/9,11213,3
2016/8/9,10680,4
2016/8/9,10395,5
2016/8/9,10470,6
2016/8/9,11017,7
2016/8/9,11717,8
2016/8/9,12793,9
2016/8/9,13839,10
2016/8/9,14793,11
2016/8/9,15864,12
2016/8/9,16801,13
2016/8/9,17603,14
2016/8/9,18282,15
2016/8/9,18635,16
2016/8/9,18729,17
2016/8/9,18880,18
2016/8/9,18799,19
2016/8/9,18114,20
2016/8/9,17439,21
2016/8/9,17157,22
2016/8/9,16417,23
2016/8/10,15147,0
2016/8/10,13802,1
2016/8/10,12712,2
2016/8/10,11926,3
2016/8/10,11368,4
2016/8/10,11053,5
2016/8/10,11122,6
2016/8/10,11685,7
2016/8/10,12461,8
2016/8/10,13788,9
2016/8/10,15113,10
2016/8/10,16370,11
2016/8/10,17515,12
2016/8/10,18327,13
2016/8/10,19051,14
2016/8/10,19520,15
2016/8/10,19829,16
2016/8/10,20017,17
2016/8/10,20082,18
2016/8/10,19867,19
2016/8/10,19266,20
2016/8/10,18547,21
2016/8/10,18226,22
2016/8/10,17332,23
2016/8/11,16017,0
2016/8/11,14577,1
2016/8/11,13478,2
2016/8/11,12700,3
2016/8/11,12146,4
2016/8/11,11843,5
2016/8/11,11867,6
2016/8/11,12468,7
2016/8/11,13256,8
2016/8/11,14575,9
2016/8/11,16078,10
2016/8/11,17444,11
2016/8/11,18812,12
2016/8/11,19792,13
2016/8/11,20430,14
2016/8/11,20885,15
2016/8/11,21175,16
2016/8/11,21086,17
2016/8/11,20292,18
2016/8/11,19336,19
2016/8/11,18909,20
2016/8/11,18537,21
2016/8/11,18484,22
2016/8/11,17935,23
2016/8/12,16817,0
2016/8/12,15641,1
2016/8/12,14665,2
2016/8/12,13991,3
2016/8/12,13521,4
2016/8/12,13141,5
2016/8/12,13060,6
2016/8/12,13547,7
2016/8/12,14194,8
2016/8/12,14998,9
2016/8/12,15704,10
2016/8/12,16158,11
2016/8/12,16509,12
2016/8/12,16384,13
2016/8/12,16343,14
2016/8/12,16479,15
2016/8/12,16443,16
2016/8/12,16337,17
2016/8/12,16399,18
2016/8/12,16271,19
2016/8/12,16097,20
2016/8/12,15907,21
2016/8/12,15635,22
2016/8/12,15074,23
2016/8/13,14151,0
2016/8/13,13193,1
2016/8/13,12319,2
2016/8/13,11745,3
2016/8/13,11430,4
2016/8/13,11209,5
2016/8/13,11197,6
2016/8/13,11390,7
2016/8/13,11652,8
2016/8/13,12214,9
2016/8/13,13111,10
2016/8/13,14119,11
2016/8/13,15035,12
2016/8/13,15656,13
2016/8/13,15947,14
2016/8/13,15997,15
2016/8/13,15941,16
2016/8/13,15935,17
2016/8/13,16162,18
2016/8/13,16141,19
2016/8/13,15702,20
2016/8/13,15009,21
2016/8/13,14826,22
2016/8/13,14260,23
2016/8/14,13340,0
2016/8/14,12299,1
2016/8/14,11422,2
2016/8/14,10694,3
2016/8/14,10176,4
2016/8/14,9812,5
2016/8/14,9642,6
2016/8/14,9544,7
2016/8/14,9484,8
2016/8/14,10126,9
2016/8/14,11206,10
2016/8/14,12357,11
2016/8/14,13366,12
2016/8/14,14125,13
2016/8/14,14725,14
2016/8/14,15129,15
2016/8/14,15542,16
2016/8/14,15691,17
2016/8/14,15852,18
2016/8/14,15819,19
2016/8/14,15514,20
2016/8/14,14922,21
2016/8/14,14829,22
2016/8/14,14244,23
2016/8/15,13331,0
2016/8/15,12255,1
2016/8/15,11431,2
2016/8/15,10838,3
2016/8/15,10474,4
2016/8/15,10250,5
2016/8/15,10452,6
2016/8/15,11079,7
2016/8/15,11869,8
2016/8/15,12733,9
2016/8/15,13542,10
2016/8/15,14152,11
2016/8/15,14761,12
2016/8/15,15200,13
2016/8/15,15483,14
2016/8/15,15684,15
2016/8/15,15734,16
2016/8/15,15585,17
2016/8/15,15405,18
2016/8/15,15216,19
2016/8/15,14838,20
2016/8/15,14712,21
2016/8/15,14726,22
2016/8/15,14143,23
2016/8/16,13231,0
2016/8/16,12209,1
2016/8/16,11476,2
2016/8/16,10988,3
2016/8/16,10656,4
2016/8/16,10476,5
2016/8/16,10652,6
2016/8/16,11351,7
2016/8/16,12165,8
2016/8/16,13119,9
2016/8/16,14014,10
2016/8/16,14888,11
2016/8/16,15919,12
2016/8/16,16591,13
2016/8/16,17215,14
2016/8/16,17770,15
2016/8/16,17919,16
2016/8/16,18132,17
2016/8/16,18413,18
2016/8/16,18370,19
2016/8/16,17696,20
2016/8/16,16928,21
2016/8/16,16613,22
2016/8/16,15757,23
2016/8/17,14478,0
2016/8/17,13174,1
2016/8/17,12156,2
2016/8/17,11378,3
2016/8/17,10880,4
2016/8/17,10585,5
2016/8/17,10710,6
2016/8/17,11335,7
2016/8/17,12194,8
2016/8/17,13247,9
2016/8/17,14227,10
2016/8/17,15110,11
2016/8/17,16170,12
2016/8/17,17110,13
2016/8/17,17883,14
2016/8/17,18521,15
2016/8/17,18871,16
2016/8/17,19019,17
2016/8/17,18899,18
2016/8/17,18439,19
2016/8/17,17746,20
2016/8/17,16986,21
2016/8/17,16853,22
2016/8/17,15851,23
2016/8/18,14679,0
2016/8/18,13322,1
2016/8/18,12308,2
2016/8/18,11609,3
2016/8/18,11143,4
2016/8/18,10909,5
2016/8/18,11040,6
2016/8/18,11777,7
2016/8/18,12771,8
2016/8/18,13477,9
2016/8/18,14058,10
2016/8/18,15013,11
2016/8/18,16106,12
2016/8/18,17054,13
2016/8/18,17943,14
2016/8/18,18714,15
2016/8/18,18902,16
2016/8/18,19033,17
2016/8/18,19170,18
2016/8/18,18884,19
2016/8/18,17984,20
2016/8/18,17297,21
2016/8/18,17043,22
2016/8/18,16095,23
2016/8/19,14720,0
2016/8/19,13405,1
2016/8/19,12369,2
2016/8/19,11588,3
2016/8/19,11060,4
2016/8/19,10790,5
2016/8/19,10825,6
2016/8/19,11363,7
2016/8/19,12176,8
2016/8/19,12990,9
2016/8/19,13782,10
2016/8/19,14464,11
2016/8/19,14588,12
2016/8/19,14763,13
2016/8/19,15393,14
2016/8/19,16188,15
2016/8/19,16946,16
2016/8/19,17623,17
2016/8/19,17925,18
2016/8/19,17806,19
2016/8/19,17106,20
2016/8/19,16378,21
2016/8/19,16110,22
2016/8/19,15349,23
2016/8/20,14180,0
2016/8/20,13039,1
2016/8/20,12096,2
2016/8/20,11410,3
2016/8/20,10937,4
2016/8/20,10726,5
2016/8/20,10662,6
2016/8/20,10895,7
2016/8/20,11144,8
2016/8/20,11620,9
2016/8/20,12260,10
2016/8/20,12791,11
2016/8/20,13237,12
2016/8/20,13627,13
2016/8/20,13981,14
2016/8/20,14357,15
2016/8/20,14471,16
2016/8/20,14466,17
2016/8/20,14126,18
2016/8/20,13613,19
2016/8/20,12968,20
2016/8/20,12322,21
2016/8/20,12256,22
2016/8/20,11772,23
2016/8/21,11079,0
2016/8/21,10244,1
2016/8/21,9561,2
2016/8/21,9072,3
2016/8/21,8708,4
2016/8/21,8468,5
2016/8/21,8377,6
2016/8/21,8366,7
2016/8/21,8300,8
2016/8/21,8513,9
2016/8/21,8889,10
2016/8/21,9356,11
2016/8/21,9815,12
2016/8/21,10296,13
2016/8/21,10628,14
2016/8/21,10889,15
2016/8/21,11152,16
2016/8/21,11309,17
2016/8/21,11426,18
2016/8/21,11404,19
2016/8/21,11298,20
2016/8/21,11082,21
2016/8/21,11282,22
2016/8/21,10889,23
2016/8/22,10178,0
2016/8/22,9535,1
2016/8/22,8997,2
2016/8/22,8576,3
2016/8/22,8421,4
2016/8/22,8392,5
2016/8/22,8586,6
2016/8/22,9203,7
2016/8/22,10004,8
2016/8/22,10877,9
2016/8/22,11636,10
2016/8/22,12211,11
2016/8/22,12710,12
2016/8/22,13095,13
2016/8/22,13401,14
2016/8/22,13814,15
2016/8/22,14145,16
2016/8/22,14455,17
2016/8/22,14625,18
2016/8/22,14543,19
2016/8/22,14062,20
2016/8/22,13574,21
2016/8/22,13510,22
2016/8/22,12802,23
2016/8/23,11768,0
2016/8/23,10782,1
2016/8/23,10088,2
2016/8/23,9565,3
2016/8/23,9218,4
2016/8/23,9099,5
2016/8/23,9242,6
2016/8/23,9867,7
2016/8/23,10618,8
2016/8/23,11518,9
2016/8/23,12328,10
2016/8/23,13051,11
2016/8/23,13812,12
2016/8/23,14330,13
2016/8/23,14784,14
2016/8/23,15216,15
2016/8/23,15595,16
2016/8/23,15925,17
2016/8/23,16005,18
2016/8/23,15632,19
2016/8/23,14992,20
2016/8/23,14700,21
2016/8/23,14694,22
2016/8/23,14038,23
2016/8/24,13071,0
2016/8/24,12043,1
2016/8/24,11286,2
2016/8/24,10721,3
2016/8/24,10386,4
2016/8/24,10216,5
2016/8/24,10344,6
2016/8/24,11058,7
2016/8/24,12034,8
2016/8/24,13025,9
2016/8/24,13624,10
2016/8/24,13850,11
2016/8/24,14262,12
2016/8/24,14554,13
2016/8/24,15161,14
2016/8/24,15625,15
2016/8/24,16209,16
2016/8/24,16888,17
2016/8/24,17458,18
2016/8/24,17623,19
2016/8/24,17194,20
2016/8/24,16729,21
2016/8/24,16585,22
2016/8/24,15752,23
2016/8/25,14444,0
2016/8/25,13200,1
2016/8/25,12278,2
2016/8/25,11598,3
2016/8/25,11131,4
2016/8/25,10903,5
2016/8/25,10946,6
2016/8/25,11584,7
2016/8/25,12563,8
2016/8/25,13364,9
2016/8/25,13915,10
2016/8/25,14375,11
2016/8/25,14930,12
2016/8/25,15458,13
2016/8/25,16133,14
2016/8/25,16825,15
2016/8/25,17308,16
2016/8/25,17415,17
2016/8/25,17036,18
2016/8/25,16367,19
2016/8/25,15740,20
2016/8/25,15352,21
2016/8/25,15171,22
2016/8/25,14272,23
2016/8/26,13059,0
2016/8/26,11815,1
2016/8/26,10937,2
2016/8/26,10342,3
2016/8/26,9923,4
2016/8/26,9696,5
2016/8/26,9807,6
2016/8/26,10386,7
2016/8/26,11218,8
2016/8/26,12035,9
2016/8/26,12817,10
2016/8/26,13423,11
2016/8/26,14191,12
2016/8/26,14801,13
2016/8/26,15142,14
2016/8/26,15709,15
2016/8/26,16072,16
2016/8/26,16038,17
2016/8/26,15948,18
2016/8/26,15429,19
2016/8/26,14667,20
2016/8/26,14177,21
2016/8/26,13974,22
2016/8/26,13451,23
2016/8/27,12618,0
2016/8/27,11614,1
2016/8/27,10904,2
2016/8/27,10303,3
2016/8/27,9915,4
2016/8/27,9707,5
2016/8/27,9702,6
2016/8/27,9982,7
2016/8/27,10421,8
2016/8/27,10806,9
2016/8/27,11371,10
2016/8/27,11919,11
2016/8/27,12633,12
2016/8/27,13112,13
2016/8/27,13692,14
2016/8/27,14301,15
2016/8/27,14900,16
2016/8/27,15315,17
2016/8/27,15468,18
2016/8/27,15291,19
2016/8/27,14742,20
2016/8/27,14551,21
2016/8/27,14504,22
2016/8/27,13976,23
2016/8/28,13158,0
2016/8/28,12261,1
2016/8/28,11464,2
2016/8/28,10833,3
2016/8/28,10368,4
2016/8/28,10046,5
2016/8/28,9876,6
2016/8/28,9821,7
2016/8/28,9798,8
2016/8/28,10222,9
2016/8/28,11320,10
2016/8/28,12522,11
2016/8/28,13669,12
2016/8/28,14595,13
2016/8/28,15231,14
2016/8/28,15599,15
2016/8/28,15464,16
2016/8/28,15296,17
2016/8/28,15161,18
2016/8/28,14725,19
2016/8/28,14290,20
2016/8/28,14183,21
2016/8/28,14153,22
2016/8/28,13513,23
2016/8/29,12674,0
2016/8/29,11732,1
2016/8/29,11015,2
2016/8/29,10471,3
2016/8/29,10151,4
2016/8/29,9990,5
2016/8/29,10233,6
2016/8/29,11000,7
2016/8/29,12012,8
2016/8/29,13159,9
2016/8/29,14267,10
2016/8/29,15253,11
2016/8/29,16328,12
2016/8/29,17206,13
2016/8/29,17945,14
2016/8/29,18517,15
2016/8/29,18466,16
